Sample ID,Allo [mg/m3],Alpha Beta Car [mg/m3],Ammonium [μmol/l],Anth [mg/m3],Asta [mg/m3],Average Host Abundance [%],Beta Beta Car [mg/m3],Bleaching [%],Bottom Depth,But Fuco [mg/m3],Cantha [mg/m3],Chlf Ctd,Chlorophyll A [μg/l],Coastal,Conductivity Sm [s/m],Cphl A [mg/m3],Cphl B [mg/m3],Cphl C1 [mg/m3],Cphl C2 [mg/m3],Cphl C3 [mg/m3],Cphlide A [mg/m3],Date Sampled,"Density Ctd [density, kg/m^3]",Depth [m],Diadchr [mg/m3],Diadino [mg/m3],Diato [mg/m3],Dino [mg/m3],Dv Cphl A [mg/m3],Dv Cphl A And Cphl A [mg/m3],Dv Cphl B [mg/m3],Dv Cphl B And Cphl B [mg/m3],Echin [mg/m3],Environment,Fine Sediment [%],Fluorescence [au],Fouling [%],Fouling Organisms,Fuco [mg/m3],Geo Loc [country:subregion],Grazing [%],Grazing Number,Gyro [mg/m3],Hex Fuco [mg/m3],Host Abundance [individuals per m2],Host Abundance Seaweed [mean number ind per m2 +/- se],Host Species,Host State,Information,Inorganic Fraction [mg/l],Keto Hex Fuco [mg/m3],Latitude [decimal degrees],Length [cm],Longitude [decimal degrees],Lut [mg/m3],Lyco [mg/m3],Mg Dvp [mg/m3],Microbial Abundance [cells per ml],Ncbi Bioproject Accession,Ncbi Biosample Accession,Neo [mg/m3],Nitrate Nitrite [μmol/l],Nitrite [μmol/l],No2 [µmol/l],Notes,Npic [mg/l],Npoc [mg/l],Nrs Location Code Voyage Code,Nrs Sample Code,Nrs Trip Code,Organic Fraction [mg/l],Organism,Oxygen Ctd Pelagic [μmol/kg],Oxygen Lab [μmol/l],Pam Fluorometer [pam],Perid [mg/m3],Ph Level [h2o],Phide A [mg/m3],Phosphate [μmol/l],Phytin A [mg/m3],Phytin B [mg/m3],Pn [µmol/l],Poc [µmol/l],Pras [mg/m3],Pressure Bottle,Pyrophide A [mg/m3],Pyrophytin A [mg/m3],Salinity Ctd [psu],Salinity Lab [psu],Sample Site,Sample Type,Samplename Depth,Secchi Depth [m],Silicate [μmol/l],Sio2 [µmol/l],"Temperature [its-90, deg c]","Temperature Ctd [its-90, deg c]",Time Sampled,Total Alkalinity [μmol/kg],Total Carbon [%],Total Co2 [μmol/kg],Total Nitrogen [%],Touching Organisms,Transmittance [%],Tss [mg/l],Turbidity Ctd [nephelometric turbidity units],Viola [mg/m3],Zea [mg/m3]
102.100.100/27444,0.057,0.035,0.1,0.003,0.0,,,,101.0,0.041,0.0,,,,,0.989,0.114,0.0,0.138,0.063,0.041,2013-07-26,1025.83,0.0,0.0,0.03,0.003,0.0,0.0,0.989,0.0,0.114,0.0,Marine,,,,,0.162,Australia:Port Hacking NRS,,,0.0,0.099,,,,,,0.35,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364239,0.012,2.0,,,(null),,,PHB,NRSPHB20130725_000,NRSPHB20130725,0.45,marine metagenome,223.1632,,,0.013,,0.0,0.24,0.0,0.0,,,0.029,0.0,0.0,0.0,35.5424,35.54,Port Hacking,Pelagic_Public,102.100.100/27444_0,13.0,1.0,,,17.4527,(null),2330.41,,2053.63,,,,0.8,0.0986,0.011,0.01
102.100.100/27445,0.057,0.035,0.21,0.003,0.0,,,,101.0,0.041,0.0,2.9367001,,,,0.989,0.114,0.0,0.138,0.063,0.041,2013-07-26,1025.863,10.0,0.0,0.03,0.003,0.0,0.0,0.989,0.0,0.114,0.0,Marine,,,,,0.162,Australia:Port Hacking NRS,,,0.0,0.099,,,,,,0.35,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364240,0.012,2.3,,,(null),,,PHB,NRSPHB20130725_010,NRSPHB20130725,0.45,marine metagenome,222.9371,,,0.013,,0.0,0.25,0.0,0.0,,,0.029,10.0,0.0,0.0,35.5417,35.54,Port Hacking,Pelagic_Public,102.100.100/27445_10,13.0,1.3,,,17.4615,(null),2330.59,,2054.09,,,,0.8,0.1336,0.011,0.01
102.100.100/27446,0.057,0.035,0.11,0.003,0.0,,,,101.0,0.041,0.0,,,,,0.989,0.114,0.0,0.138,0.063,0.041,2013-07-26,1026.6667,100.0,0.0,0.03,0.003,0.0,0.0,0.989,0.0,0.114,0.0,Marine,,,,,0.162,Australia:Port Hacking NRS,,,0.0,0.099,,,,,,0.35,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364241,0.012,2.7,,,(null),,,PHB,NRSPHB20130725_100,NRSPHB20130725,0.45,marine metagenome,205.3247,,,0.013,,0.0,0.25,0.0,0.0,,,0.029,100.0,0.0,0.0,35.4413,35.55,Port Hacking,Pelagic_Public,102.100.100/27446_100,13.0,1.3,,,15.2217,(null),2330.43,,2059.55,,,,0.8,0.2451,0.011,0.01
102.100.100/27447,0.057,0.035,0.12,0.003,0.0,,,,101.0,0.041,0.0,3.1101999,,,,0.989,0.114,0.0,0.138,0.063,0.041,2013-07-26,1025.9386,25.0,0.0,0.03,0.003,0.0,0.0,0.989,0.0,0.114,0.0,Marine,,,,,0.162,Australia:Port Hacking NRS,,,0.0,0.099,,,,,,0.35,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364242,0.012,2.4,,,(null),,,PHB,NRSPHB20130725_025,NRSPHB20130725,0.45,marine metagenome,221.9403,,,0.013,,0.0,0.25,0.0,0.0,,,0.029,25.0,0.0,0.0,35.5426,35.54,Port Hacking,Pelagic_Public,102.100.100/27447_25,13.0,1.3,,,17.4255,(null),2330.77,,2054.55,,,,0.8,0.1136,0.011,0.01
102.100.100/27448,0.057,0.035,0.08,0.003,0.0,,,,101.0,0.041,0.0,2.1584001,,,,0.989,0.114,0.0,0.138,0.063,0.041,2013-07-26,1026.0828,50.0,0.0,0.03,0.003,0.0,0.0,0.989,0.0,0.114,0.0,Marine,,,,,0.162,Australia:Port Hacking NRS,,,0.0,0.099,,,,,,0.35,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364243,0.012,2.2,,,(null),,,PHB,NRSPHB20130725_050,NRSPHB20130725,0.45,marine metagenome,223.3571,,,0.013,,0.0,0.23,0.0,0.0,,,0.029,50.0,0.0,0.0,35.5515,35.56,Port Hacking,Pelagic_Public,102.100.100/27448_50,13.0,1.2,,,17.3152,(null),2330.81,,2056.065,,,,0.8,0.0772,0.011,0.01
102.100.100/27449,0.057,0.035,0.1,0.003,0.0,,,,101.0,0.041,0.0,0.82300001,,,,0.989,0.114,0.0,0.138,0.063,0.041,2013-07-26,1026.2865,75.0,0.0,0.03,0.003,0.0,0.0,0.989,0.0,0.114,0.0,Marine,,,,,0.162,Australia:Port Hacking NRS,,,0.0,0.099,,,,,,0.35,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364244,0.012,2.2,,,(null),,,PHB,NRSPHB20130725_075,NRSPHB20130725,0.45,marine metagenome,208.7625,,,0.013,,0.0,0.22,0.0,0.0,,,0.029,75.0,0.0,0.0,35.4819,35.6,Port Hacking,Pelagic_Public,102.100.100/27449_75,13.0,1.2,,,16.6551,(null),2329.99,,2054.83,,,,0.8,0.0964,0.011,0.01
102.100.100/27450,0.015,0.018,,0.003,0.0,,,,100.0,0.024,0.0,,,,,0.551,0.123,0.0,0.068,0.049,0.024,2013-08-27,1025.7906,0.0,0.0,0.017,0.0,0.0,0.0,0.551,0.0,0.123,0.0,Marine,,,,,0.094,Australia:Port Hacking NRS,,,0.0,0.045,,,,,,0.55,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364245,0.013,2.0,,,(null),,,PHB,NRSPHB20130826_000,NRSPHB20130826,0.5,marine metagenome,220.2773,,,0.007,,0.0,0.26,0.0,0.0,,,0.034,0.0,0.0,0.0,35.5528,35.58,Port Hacking,Pelagic_Public,102.100.100/27450_0,17.0,1.4,,,17.6454,(null),2335.68,,2056.24,,,,1.05,0.0689,0.012,0.005
102.100.100/27451,0.015,0.018,,0.003,0.0,,,,100.0,0.024,0.0,2.1101999,,,,0.551,0.123,0.0,0.068,0.049,0.024,2013-08-27,1025.8298,10.0,0.0,0.017,0.0,0.0,0.0,0.551,0.0,0.123,0.0,Marine,,,,,0.094,Australia:Port Hacking NRS,,,0.0,0.045,,,,,,0.55,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364246,0.013,2.5,,,(null),,,PHB,NRSPHB20130826_010,NRSPHB20130826,0.5,marine metagenome,220.4823,,,0.007,,0.0,0.26,0.0,0.0,,,0.034,10.0,0.0,0.0,35.5526,35.59,Port Hacking,Pelagic_Public,102.100.100/27451_10,17.0,1.5,,,17.6302,(null),2334.26,,2057.135,,,,1.05,0.0678,0.012,0.005
102.100.100/27452,0.015,0.018,,0.003,0.0,,,,100.0,0.024,0.0,,,,,0.551,0.123,0.0,0.068,0.049,0.024,2013-08-27,1026.6161,100.0,0.0,0.017,0.0,0.0,0.0,0.551,0.0,0.123,0.0,Marine,,,,,0.094,Australia:Port Hacking NRS,,,0.0,0.045,,,,,,0.55,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364247,0.013,5.7,,,(null),,,PHB,NRSPHB20130826_100,NRSPHB20130826,0.5,marine metagenome,203.4023,,,0.007,,0.0,0.49,0.0,0.0,,,0.034,100.0,0.0,0.0,35.4544,35.47,Port Hacking,Pelagic_Public,102.100.100/27452_100,17.0,3.1,,,15.5855,(null),2327.06,,2087.71,,,,1.05,0.4862,0.012,0.005
102.100.100/27453,0.015,0.018,,0.003,0.0,,,,100.0,0.024,0.0,2.1717,,,,0.551,0.123,0.0,0.068,0.049,0.024,2013-08-27,1025.9459,25.0,0.0,0.017,0.0,0.0,0.0,0.551,0.0,0.123,0.0,Marine,,,,,0.094,Australia:Port Hacking NRS,,,0.0,0.045,,,,,,0.55,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364248,0.013,2.3,,,(null),,,PHB,NRSPHB20130826_025,NRSPHB20130826,0.5,marine metagenome,200.6575,,,0.007,,0.0,0.24,0.0,0.0,,,0.034,25.0,0.0,0.0,35.5008,35.54,Port Hacking,Pelagic_Public,102.100.100/27453_25,17.0,1.5,,,17.2533,(null),2332.84,,2058.03,,,,1.05,0.0651,0.012,0.005
102.100.100/27454,0.015,0.018,,0.003,0.0,,,,100.0,0.024,0.0,1.2454,,,,0.551,0.123,0.0,0.068,0.049,0.024,2013-08-27,1026.2001,50.0,0.0,0.017,0.0,0.0,0.0,0.551,0.0,0.123,0.0,Marine,,,,,0.094,Australia:Port Hacking NRS,,,0.0,0.045,,,,,,0.55,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364249,0.013,3.5,,,(null),,,PHB,NRSPHB20130826_050,NRSPHB20130826,0.5,marine metagenome,211.316,,,0.007,,0.0,0.31,0.0,0.0,,,0.034,50.0,0.0,0.0,35.5205,35.52,Port Hacking,Pelagic_Public,102.100.100/27454_50,17.0,1.8,,,16.7314,(null),2330.46,,2066.035,,,,1.05,0.0913,0.012,0.005
102.100.100/27455,0.015,0.018,,0.003,0.0,,,,100.0,0.024,0.0,0.74119997,,,,0.551,0.123,0.0,0.068,0.049,0.024,2013-08-27,1026.3876,75.0,0.0,0.017,0.0,0.0,0.0,0.551,0.0,0.123,0.0,Marine,,,,,0.094,Australia:Port Hacking NRS,,,0.0,0.045,,,,,,0.55,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364250,0.013,4.6,,,(null),,,PHB,NRSPHB20130826_075,NRSPHB20130826,0.5,marine metagenome,203.9543,,,0.007,,0.0,0.43,0.0,0.0,,,0.034,75.0,0.0,0.0,35.4599,35.46,Port Hacking,Pelagic_Public,102.100.100/27455_75,17.0,2.2,,,16.0916,(null),2326.31,,2079.97,,,,1.05,0.1202,0.012,0.005
102.100.100/27456,0.007,0.024,,0.0,0.0,,,,101.0,0.009,0.0,,,,,1.045,0.036,0.039,0.156,0.079,0.0,2013-09-16,1025.7258,0.0,0.0,0.036,0.0,0.0,0.0,1.045,0.0,0.036,0.0,Marine,,,,,0.343,Australia:Port Hacking NRS,,,0.0,0.038,,,,,,0.6,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364251,0.003,1.3,,,(null),,,PHB,NRSPHB20130915_000,NRSPHB20130915,0.6,marine metagenome,232.3614,,,0.012,,0.077,0.15,0.183,0.0,,,0.012,0.0,0.0,0.0,35.503,35.49,Port Hacking,Pelagic_Public,102.100.100/27456_0,12.0,0.6,,,17.756,(null),2329.41,,2052.3,,,,1.15,0.1275,0.002,0.0
102.100.100/27457,0.007,0.024,,0.0,0.0,,,,101.0,0.009,0.0,2.6173999,,,,1.045,0.036,0.039,0.156,0.079,0.0,2013-09-16,1025.7615,10.0,0.0,0.036,0.0,0.0,0.0,1.045,0.0,0.036,0.0,Marine,,,,,0.343,Australia:Port Hacking NRS,,,0.0,0.038,,,,,,0.6,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364252,0.003,,,,(null),,,PHB,NRSPHB20130915_010,NRSPHB20130915,0.6,marine metagenome,231.3351,,,0.012,,0.077,,0.183,0.0,,,0.012,10.0,0.0,0.0,35.5036,35.51,Port Hacking,Pelagic_Public,102.100.100/27457_10,12.0,,,,17.7586,(null),2330.4,,2051.685,,,,1.15,0.1097,0.002,0.0
102.100.100/27458,0.007,0.024,,0.0,0.0,,,,101.0,0.009,0.0,,,,,1.045,0.036,0.039,0.156,0.079,0.0,2013-09-16,1026.8153,100.0,0.0,0.036,0.0,0.0,0.0,1.045,0.0,0.036,0.0,Marine,,,,,0.343,Australia:Port Hacking NRS,,,0.0,0.038,,,,,,0.6,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364253,0.003,2.7,,,(null),,,PHB,NRSPHB20130915_100,NRSPHB20130915,0.6,marine metagenome,188.1276,,,0.012,,0.077,0.25,0.183,0.0,,,0.012,100.0,0.0,0.0,35.331,35.47,Port Hacking,Pelagic_Public,102.100.100/27458_100,12.0,1.1,,,14.2263,(null),2326.07,,2064.87,,,,1.15,0.4949,0.002,0.0
102.100.100/27459,0.007,0.024,,0.0,0.0,,,,101.0,0.009,0.0,3.3306999,,,,1.045,0.036,0.039,0.156,0.079,0.0,2013-09-16,1025.916,25.0,0.0,0.036,0.0,0.0,0.0,1.045,0.0,0.036,0.0,Marine,,,,,0.343,Australia:Port Hacking NRS,,,0.0,0.038,,,,,,0.6,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364254,0.003,1.7,,,(null),,,PHB,NRSPHB20130915_025,NRSPHB20130915,0.6,marine metagenome,230.4648,,,0.012,,0.077,0.16,0.183,0.0,,,0.012,25.0,0.0,0.0,35.4956,35.57,Port Hacking,Pelagic_Public,102.100.100/27459_25,12.0,0.7,,,17.2819,(null),2331.39,,2051.07,,,,1.15,0.1007,0.002,0.0
102.100.100/27460,0.007,0.024,,0.0,0.0,,,,101.0,0.009,0.0,1.2625999,,,,1.045,0.036,0.039,0.156,0.079,0.0,2013-09-16,1026.4446,50.0,0.0,0.036,0.0,0.0,0.0,1.045,0.0,0.036,0.0,Marine,,,,,0.343,Australia:Port Hacking NRS,,,0.0,0.038,,,,,,0.6,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364255,0.003,3.0,,,(null),,,PHB,NRSPHB20130915_050,NRSPHB20130915,0.6,marine metagenome,192.0123,,,0.012,,0.077,0.31,0.183,0.0,,,0.012,50.0,0.0,0.0,35.3466,35.53,Port Hacking,Pelagic_Public,102.100.100/27460_50,12.0,1.1,,,14.9678,(null),2325.34,,2075.035,,,,1.15,0.1128,0.002,0.0
102.100.100/27461,0.007,0.024,,0.0,0.0,,,,101.0,0.009,0.0,0.5377,,,,1.045,0.036,0.039,0.156,0.079,0.0,2013-09-16,1026.6852,75.0,0.0,0.036,0.0,0.0,0.0,1.045,0.0,0.036,0.0,Marine,,,,,0.343,Australia:Port Hacking NRS,,,0.0,0.038,,,,,,0.6,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364256,0.003,8.2,,,(null),,,PHB,NRSPHB20130915_075,NRSPHB20130915,0.6,marine metagenome,192.2032,,,0.012,,0.077,0.59,0.183,0.0,,,0.012,75.0,0.0,0.0,35.3594,35.39,Port Hacking,Pelagic_Public,102.100.100/27461_75,12.0,3.0,,,14.5219,(null),2319.76,,2103.83,,,,1.15,0.211,0.002,0.0
102.100.100/27462,0.009,0.016,0.04,0.0,,,,,102.0,0.039,0.0,,,,,0.574,0.042,0.0,0.083,0.071,0.021,2013-10-21,1025.2653,0.0,0.0,0.023,0.0,0.0,0.0,0.574,0.0,0.042,0.0,Marine,,,,,0.146,Australia:Port Hacking NRS,,,0.0,0.045,,,,,,0.3,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364257,0.004,0.3,,,(null),,,PHB,NRSPHB20131020_000,NRSPHB20131020,0.55,marine metagenome,220.5871,,,0.011,,0.0,0.16,0.0,0.0,,,0.01,0.0,0.0,0.0,35.5495,35.54,Port Hacking,Pelagic_Public,102.100.100/27462_0,15.0,1.2,,,19.7107,(null),,,,,,,0.8,0.0738,0.003,0.015
102.100.100/27463,0.009,0.016,0.04,0.0,,,,,102.0,0.039,0.0,1.9119999,,,,0.574,0.042,0.0,0.083,0.071,0.021,2013-10-21,1025.3048,10.0,0.0,0.023,0.0,0.0,0.0,0.574,0.0,0.042,0.0,Marine,,,,,0.146,Australia:Port Hacking NRS,,,0.0,0.045,,,,,,0.3,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364258,0.004,0.3,,,(null),,,PHB,NRSPHB20131020_010,NRSPHB20131020,0.55,marine metagenome,221.1898,,,0.011,,0.0,0.18,0.0,0.0,,,0.01,10.0,0.0,0.0,35.549,35.54,Port Hacking,Pelagic_Public,102.100.100/27463_10,15.0,1.2,,,19.6942,(null),,,,,,,0.8,0.0824,0.003,0.015
102.100.100/27464,0.009,0.016,0.0,0.0,,,,,102.0,0.039,0.0,,,,,0.574,0.042,0.0,0.083,0.071,0.021,2013-10-21,1026.8066,100.0,0.0,0.023,0.0,0.0,0.0,0.574,0.0,0.042,0.0,Marine,,,,,0.146,Australia:Port Hacking NRS,,,0.0,0.045,,,,,,0.3,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364259,0.004,10.3,,,(null),,,PHB,NRSPHB20131020_100,NRSPHB20131020,0.55,marine metagenome,187.0643,,,0.011,,0.0,0.81,0.0,0.0,,,0.01,100.0,0.0,0.0,35.2651,35.3,Port Hacking,Pelagic_Public,102.100.100/27464_100,15.0,4.5,,,13.9208,(null),,,,,,,0.8,0.2155,0.003,0.015
102.100.100/27465,0.009,0.016,0.34,0.0,,,,,102.0,0.039,0.0,2.1080999,,,,0.574,0.042,0.0,0.083,0.071,0.021,2013-10-21,1025.5244,25.0,0.0,0.023,0.0,0.0,0.0,0.574,0.0,0.042,0.0,Marine,,,,,0.146,Australia:Port Hacking NRS,,,0.0,0.045,,,,,,0.3,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364260,0.004,2.8,,,(null),,,PHB,NRSPHB20131020_025,NRSPHB20131020,0.55,marine metagenome,204.1563,,,0.011,,0.0,0.33,0.0,0.0,,,0.01,25.0,0.0,0.0,35.4993,35.5,Port Hacking,Pelagic_Public,102.100.100/27465_25,15.0,2.0,,,18.7647,(null),,,,,,,0.8,0.0703,0.003,0.015
102.100.100/27466,0.009,0.016,0.06,0.0,,,,,102.0,0.039,0.0,0.9601,,,,0.574,0.042,0.0,0.083,0.071,0.021,2013-10-21,1026.2067,50.0,0.0,0.023,0.0,0.0,0.0,0.574,0.0,0.042,0.0,Marine,,,,,0.146,Australia:Port Hacking NRS,,,0.0,0.045,,,,,,0.3,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364261,0.004,7.0,,,(null),,,PHB,NRSPHB20131020_050,NRSPHB20131020,0.55,marine metagenome,174.9372,,,0.011,,0.0,0.59,0.0,0.0,,,0.01,50.0,0.0,0.0,35.3868,35.41,Port Hacking,Pelagic_Public,102.100.100/27466_50,15.0,3.3,,,16.1793,(null),,,,,,,0.8,0.1201,0.003,0.015
102.100.100/27467,0.009,0.016,0.0,0.0,,,,,102.0,0.039,0.0,0.2191,,,,0.574,0.042,0.0,0.083,0.071,0.021,2013-10-21,1026.5795,75.0,0.0,0.023,0.0,0.0,0.0,0.574,0.0,0.042,0.0,Marine,,,,,0.146,Australia:Port Hacking NRS,,,0.0,0.045,,,,,,0.3,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364262,0.004,9.7,,,(null),,,PHB,NRSPHB20131020_075,NRSPHB20131020,0.55,marine metagenome,177.4095,,,0.011,,0.0,0.76,0.0,0.0,,,0.01,75.0,0.0,0.0,35.3027,35.33,Port Hacking,Pelagic_Public,102.100.100/27467_75,15.0,4.1,,,14.7798,(null),,,,,,,0.8,0.1492,0.003,0.015
102.100.100/27468,0.0,0.014,0.09,0.0,,,,,102.0,0.033,0.0,,,,,0.238,0.058,0.006,0.035,0.031,0.0,2013-12-03,1024.9252,0.0,0.0,0.015,0.0,0.0,0.019,0.257,0.0,0.058,0.0,Marine,,,,,0.025,Australia:Port Hacking NRS,,,0.0,0.042,,,,,,0.3,0.0,-34.1192,,151.2267,0.008,0.0,0.0,,PRJNA385736,SAMN08364263,0.008,0.0,,,(null),,,PHB,NRSPHB20131202_000,NRSPHB20131202,0.35,marine metagenome,217.133,,,0.007,,0.0,0.1,0.0,0.0,,,0.014,0.0,0.0,0.0,35.5961,35.59,Port Hacking,Pelagic_Public,102.100.100/27468_0,18.0,0.1,,,21.1127,(null),2334.12,,2030.83,,,,0.6,0.0637,0.009,0.031
102.100.100/27469,0.0,0.014,0.07,0.0,,,,,102.0,0.033,0.0,0.61220002,,,,0.238,0.058,0.006,0.035,0.031,0.0,2013-12-03,1024.9661,10.0,0.0,0.015,0.0,0.0,0.019,0.257,0.0,0.058,0.0,Marine,,,,,0.025,Australia:Port Hacking NRS,,,0.0,0.042,,,,,,0.3,0.0,-34.1192,,151.2267,0.008,0.0,0.0,,PRJNA385736,SAMN08364264,0.008,0.0,,,(null),,,PHB,NRSPHB20131202_010,NRSPHB20131202,0.35,marine metagenome,217.6353,,,0.007,,0.0,0.1,0.0,0.0,,,0.014,10.0,0.0,0.0,35.5946,35.59,Port Hacking,Pelagic_Public,102.100.100/27469_10,18.0,0.3,,,21.0836,(null),2333.73,,2030.56,,,,0.6,0.0664,0.009,0.031
102.100.100/27470,0.0,0.014,0.06,0.0,,,,,102.0,0.033,0.0,,,,,0.238,0.058,0.006,0.035,0.031,0.0,2013-12-03,1026.749,100.0,0.0,0.015,0.0,0.0,0.019,0.257,0.0,0.058,0.0,Marine,,,,,0.025,Australia:Port Hacking NRS,,,0.0,0.042,,,,,,0.3,0.0,-34.1192,,151.2267,0.008,0.0,0.0,,PRJNA385736,SAMN08364265,0.008,10.5,,,(null),,,PHB,NRSPHB20131202_100,NRSPHB20131202,0.35,marine metagenome,184.3913,,,0.007,,0.0,1.0,0.0,0.0,,,0.014,100.0,0.0,0.0,35.284,35.3,Port Hacking,Pelagic_Public,102.100.100/27470_100,18.0,3.5,,,14.3055,(null),2316.95,,2117.86,,,,0.6,0.2189,0.009,0.031
102.100.100/27471,0.0,0.014,0.07,0.0,,,,,102.0,0.033,0.0,1.9283,,,,0.238,0.058,0.006,0.035,0.031,0.0,2013-12-03,1025.6013,25.0,0.0,0.015,0.0,0.0,0.019,0.257,0.0,0.058,0.0,Marine,,,,,0.025,Australia:Port Hacking NRS,,,0.0,0.042,,,,,,0.3,0.0,-34.1192,,151.2267,0.008,0.0,0.0,,PRJNA385736,SAMN08364266,0.008,0.0,,,(null),,,PHB,NRSPHB20131202_025,NRSPHB20131202,0.35,marine metagenome,197.4245,,,0.007,,0.0,0.1,0.0,0.0,,,0.014,25.0,0.0,0.0,35.5402,35.58,Port Hacking,Pelagic_Public,102.100.100/27471_25,18.0,0.2,,,18.6384,(null),2333.34,,2030.29,,,,0.6,0.0806,0.009,0.031
102.100.100/27472,0.0,0.014,0.07,0.0,,,,,102.0,0.033,0.0,1.2937,,,,0.238,0.058,0.006,0.035,0.031,0.0,2013-12-03,1026.243,50.0,0.0,0.015,0.0,0.0,0.019,0.257,0.0,0.058,0.0,Marine,,,,,0.025,Australia:Port Hacking NRS,,,0.0,0.042,,,,,,0.3,0.0,-34.1192,,151.2267,0.008,0.0,0.0,,PRJNA385736,SAMN08364267,0.008,5.7,,,(null),,,PHB,NRSPHB20131202_050,NRSPHB20131202,0.35,marine metagenome,180.5841,,,0.007,,0.0,0.4,0.0,0.0,,,0.014,50.0,0.0,0.0,35.4093,35.51,Port Hacking,Pelagic_Public,102.100.100/27472_50,18.0,1.5,,,16.1457,(null),2328.92,,2076.29,,,,0.6,0.1011,0.009,0.031
102.100.100/27473,0.0,0.014,0.06,0.0,,,,,102.0,0.033,0.0,0.39559999,,,,0.238,0.058,0.006,0.035,0.031,0.0,2013-12-03,1026.5719,75.0,0.0,0.015,0.0,0.0,0.019,0.257,0.0,0.058,0.0,Marine,,,,,0.025,Australia:Port Hacking NRS,,,0.0,0.042,,,,,,0.3,0.0,-34.1192,,151.2267,0.008,0.0,0.0,,PRJNA385736,SAMN08364268,0.008,9.5,,,(null),,,PHB,NRSPHB20131202_075,NRSPHB20131202,0.35,marine metagenome,182.4105,,,0.007,,0.0,0.7,0.0,0.0,,,0.014,75.0,0.0,0.0,35.3043,35.38,Port Hacking,Pelagic_Public,102.100.100/27473_75,18.0,3.1,,,14.7259,(null),2320.14,,2110.32,,,,0.6,0.0768,0.009,0.031
102.100.100/27474,0.003,0.023,0.04,0.002,0.004,,,,101.0,0.032,0.0,,,,,0.601,0.07,0.0,0.09,0.075,0.051,2014-01-21,1024.8167,0.0,0.0,0.037,0.005,0.0,0.026,0.627,0.0,0.07,0.0,Marine,,,,,0.21,Australia:Port Hacking NRS,,,0.0,0.044,,,,,,0.3,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364269,0.004,0.0,,,(null),,,PHB,NRSPHB20140120_000,NRSPHB20140120,0.55,marine metagenome,230.1922,,,0.009,,0.0,0.08,0.062,0.0,,,0.008,0.0,0.0,0.0,35.5821,35.6,Port Hacking,Pelagic_Public,102.100.100/27474_0,10.0,0.0,,,21.4703,(null),2336.91,,2019.44,,,,0.8,0.1049,0.003,0.028
102.100.100/27475,0.003,0.023,0.03,0.002,0.004,,,,101.0,0.032,0.0,2.6775999,,,,0.601,0.07,0.0,0.09,0.075,0.051,2014-01-21,1024.8558,10.0,0.0,0.037,0.005,0.0,0.026,0.627,0.0,0.07,0.0,Marine,,,,,0.21,Australia:Port Hacking NRS,,,0.0,0.044,,,,,,0.3,0.0,-34.1192,,151.2267,0.0,0.0,0.0,,PRJNA385736,SAMN08364270,0.004,0.0,,,(null),,,PHB,NRSPHB20140120_010,NRSPHB20140120,0.55,marine metagenome,231.1815,,,0.009,,0.0,0.08,0.062,0.0,,,0.008,10.0,0.0,0.0,35.58,35.58,Port Hacking,Pelagic_Public,102.100.100/27475_10,10.0,0.0,,,21.4113,(null),2336.805,,2025.92,,,,0.8,0.1121,0.003,0.028
